品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Wurth Elektronik,7443640330,WE-HCF,2818,MnZn,,,,7443640330 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC3.3 µH, 34.95 A, 89.8 A",https://www.we-online.com/en/components/products/WE-HCF,3.3 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640330,功率电感,SMT,2818,27.0 x 28.0 x 18.5 mm,"SPEC3.3 µH, 34.95 A, 89.8 A | L=10UH | 3.3 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640330 V | 7443640330 | 2818",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,3.3 A,30 mΩ,,10,UH,7443640330,34.95 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443640330B,WE-HCF,2818B,MnZn,,,,7443640330 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC3.3 µH, 59.2 A, 61.35 A",https://www.we-online.com/en/components/products/WE-HCF,3.3 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640330B,功率电感,SMT,2818B,27.0 x 28.0 x 18.5 mm,"SPEC3.3 µH, 59.2 A, 61.35 A | L=10UH | 3.3 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640330 V | 7443640330B | 2818B",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,3.3 A,30 mΩ,,10,UH,7443640330B,59.2 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443640470,WE-HCF,2818,MnZn,,,,7443640470 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC4.7 µH, 34.95 A, 70 A",https://www.we-online.com/en/components/products/WE-HCF,4.7 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640470,功率电感,SMT,2818,27.0 x 28.0 x 18.5 mm,"SPEC4.7 µH, 34.95 A, 70 A | L=10UH | 4.7 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640470 V | 7443640470 | 2818",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,4.7 A,30 mΩ,,10,UH,7443640470,34.95 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443640470B,WE-HCF,2818B,MnZn,,,,7443640470 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC4.7 µH, 59.2 A, 43.85 A",https://www.we-online.com/en/components/products/WE-HCF,4.7 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640470B,功率电感,SMT,2818B,27.0 x 28.0 x 18.5 mm,"SPEC4.7 µH, 59.2 A, 43.85 A | L=10UH | 4.7 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640470 V | 7443640470B | 2818B",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,4.7 A,30 mΩ,,10,UH,7443640470B,59.2 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443640680,WE-HCF,2818,MnZn,,,,7443640680 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC6.8 µH, 34.95 A, 49.8 A",https://www.we-online.com/en/components/products/WE-HCF,6.8 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640680,功率电感,SMT,2818,27.0 x 28.0 x 18.5 mm,"SPEC6.8 µH, 34.95 A, 49.8 A | L=10UH | 6.8 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443640680 V | 7443640680 | 2818",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,6.8 A,30 mΩ,,10,UH,7443640680,34.95 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443640680B,WE-HCF,2818B,MnZn,,,,7443640680 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC6.8 µH, 59.2 A, 31.9 A",https://www.we-online.com/en/components/products/WE-HCF,6.8 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640680B,功率电感,SMT,2818B,27.0 x 28.0 x 18.5 mm,"SPEC6.8 µH, 59.2 A, 31.9 A | L=10UH | 6.8 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443640680 V | 7443640680B | 2818B",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,6.8 A,30 mΩ,,10,UH,7443640680B,59.2 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443641000,WE-HCF,2818,MnZn,,,,7443641000 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC10 µH, 34.95 A, 32.6 A",https://www.we-online.com/en/components/products/WE-HCF,10 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443641000,功率电感,SMT,2818,27.0 x 28.0 x 18.5 mm,"SPEC10 µH, 34.95 A, 32.6 A | L=10UH | 10 A | 34.95 A | 30 mΩ | 2.64 MHz | 7443641000 V | 7443641000 | 2818",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,10 A,30 mΩ,,10,UH,7443641000,34.95 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,7443641000B,WE-HCF,2818B,MnZn,,,,7443641000 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC10 µH, 59.2 A, 22.9 A",https://www.we-online.com/en/components/products/WE-HCF,10 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443641000B,功率电感,SMT,2818B,27.0 x 28.0 x 18.5 mm,"SPEC10 µH, 59.2 A, 22.9 A | L=10UH | 10 A | 59.2 A | 30 mΩ | 0.97 MHz | 7443641000 V | 7443641000B | 2818B",,27.0,28.0,18.5,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,10 A,30 mΩ,,10,UH,7443641000B,59.2 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 18.5 mm
Wurth Elektronik,74436410150,WE-HCF,2815,MnZn,,,,74436410150 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC1.5 µH, 44 A, 110 A",https://www.we-online.com/en/components/products/WE-HCF,1.5 A | 44 A | 30 mΩ | 1.44 MHz | 74436410150,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC1.5 µH, 44 A, 110 A | L=10UH | 1.5 A | 44 A | 30 mΩ | 1.44 MHz | 74436410150 V | 74436410150 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,1.5 A,30 mΩ,,10,UH,74436410150,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436410220,WE-HCF,2815,MnZn,,,,74436410220 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC2.2 µH, 44 A, 85 A",https://www.we-online.com/en/components/products/WE-HCF,2.2 A | 44 A | 30 mΩ | 1.44 MHz | 74436410220,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC2.2 µH, 44 A, 85 A | L=10UH | 2.2 A | 44 A | 30 mΩ | 1.44 MHz | 74436410220 V | 74436410220 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,2.2 A,30 mΩ,,10,UH,74436410220,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436410330,WE-HCF,2815,MnZn,,,,74436410330 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC3.3 µH, 44 A, 57 A",https://www.we-online.com/en/components/products/WE-HCF,3.3 A | 44 A | 30 mΩ | 1.44 MHz | 74436410330,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC3.3 µH, 44 A, 57 A | L=10UH | 3.3 A | 44 A | 30 mΩ | 1.44 MHz | 74436410330 V | 74436410330 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,3.3 A,30 mΩ,,10,UH,74436410330,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436410470,WE-HCF,2815,MnZn,,,,74436410470 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC4.7 µH, 44 A, 44 A",https://www.we-online.com/en/components/products/WE-HCF,4.7 A | 44 A | 30 mΩ | 1.44 MHz | 74436410470,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC4.7 µH, 44 A, 44 A | L=10UH | 4.7 A | 44 A | 30 mΩ | 1.44 MHz | 74436410470 V | 74436410470 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,4.7 A,30 mΩ,,10,UH,74436410470,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436410680,WE-HCF,2815,MnZn,,,,74436410680 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC6.8 µH, 44 A, 30 A",https://www.we-online.com/en/components/products/WE-HCF,6.8 A | 44 A | 30 mΩ | 1.44 MHz | 74436410680,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC6.8 µH, 44 A, 30 A | L=10UH | 6.8 A | 44 A | 30 mΩ | 1.44 MHz | 74436410680 V | 74436410680 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,6.8 A,30 mΩ,,10,UH,74436410680,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436411000,WE-HCF,2815,MnZn,,,,74436411000 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC10 µH, 44 A, 20 A",https://www.we-online.com/en/components/products/WE-HCF,10 A | 44 A | 30 mΩ | 1.44 MHz | 74436411000,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC10 µH, 44 A, 20 A | L=10UH | 10 A | 44 A | 30 mΩ | 1.44 MHz | 74436411000 V | 74436411000 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,10 A,30 mΩ,,10,UH,74436411000,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436411500,WE-HCF,2815,MnZn,,,,74436411500 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC15 µH, 44 A, 13 A",https://www.we-online.com/en/components/products/WE-HCF,15 A | 44 A | 30 mΩ | 1.44 MHz | 74436411500,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC15 µH, 44 A, 13 A | L=10UH | 15 A | 44 A | 30 mΩ | 1.44 MHz | 74436411500 V | 74436411500 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,15 A,30 mΩ,,10,UH,74436411500,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
Wurth Elektronik,74436412200,WE-HCF,2815,MnZn,,,,74436412200 V,Wurth WE-HCF high-current flat-wire power inductor,"SPEC22 µH, 44 A, 7.5 A",https://www.we-online.com/en/components/products/WE-HCF,22 A | 44 A | 30 mΩ | 1.44 MHz | 74436412200,功率电感,SMT,2815,27.0 x 28.0 x 15.4 mm,"SPEC22 µH, 44 A, 7.5 A | L=10UH | 22 A | 44 A | 30 mΩ | 1.44 MHz | 74436412200 V | 74436412200 | 2815",,27.0,28.0,15.4,https://www.we-online.com/en/components/products/WE-HCF,Wurth official WE-HCF product page,official,2026-04-19 02:13,Parsed from official WE-HCF product page,,,,,,,,,,,,,,,22 A,30 mΩ,,10,UH,74436412200,44 A,,,Wurth WE-HCF high-current flat-wire power inductor series,Wurth official WE-HCF product page,,,,,,,,,,,27.0 x 28.0 x 15.4 mm
