品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
村田Murata,1217AS-H-100M#,DEM8045C,3131,,10,μH,±20%,,Power Inductor,L change: 4.3A(Max.) / 5.7A(Typ.) | Temp rise: 3.9A(Max.) / 4.6A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,10μH ±20%,0.1MHz,4.3A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 4.3A(Max.) / 5.7A(Typ.) | 3.9A(Max.) / 4.6A(Typ.) | 0.0396Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,4.3A(Max.) / 5.7A(Typ.),0.0396Ω,,10,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-150M#,DEM8045C,3131,,15,μH,±20%,,Power Inductor,L change: 3.3A(Max.) / 4.4A(Typ.) | Temp rise: 3.5A(Max.) / 4.1A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,15μH ±20%,0.1MHz,3.3A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 3.3A(Max.) / 4.4A(Typ.) | 3.5A(Max.) / 4.1A(Typ.) | 0.0528Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,3.3A(Max.) / 4.4A(Typ.),0.0528Ω,,15,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-180M#,DEM8045C,3131,,18,μH,±20%,,Power Inductor,L change: 3.2A(Max.) / 4.2A(Typ.) | Temp rise: 2.9A(Max.) / 3.7A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,18μH ±20%,0.1MHz,3.2A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 3.2A(Max.) / 4.2A(Typ.) | 2.9A(Max.) / 3.7A(Typ.) | 0.0768Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,3.2A(Max.) / 4.2A(Typ.),0.0768Ω,,18,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-1R5N#,DEM8045C,3131,,1.5,μH,±30%,,Power Inductor,L change: 11.2A(Max.) / 15A(Typ.) | Temp rise: 9.4A(Max.) / 11A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,1.5μH ±30%,0.1MHz,11.2A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 11.2A(Max.) / 15A(Typ.) | 9.4A(Max.) / 11A(Typ.) | 0.0076Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,11.2A(Max.) / 15A(Typ.),0.0076Ω,,1.5,μH,±30%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-220M#,DEM8045C,3131,,22,μH,±20%,,Power Inductor,L change: 2.9A(Max.) / 3.9A(Typ.) | Temp rise: 2.4A(Max.) / 2.8A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,22μH ±20%,0.1MHz,2.9A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 2.9A(Max.) / 3.9A(Typ.) | 2.4A(Max.) / 2.8A(Typ.) | 0.0936Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,2.9A(Max.) / 3.9A(Typ.),0.0936Ω,,22,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-2R2N#,DEM8045C,3131,,2.2,μH,±30%,,Power Inductor,L change: 9.3A(Max.) / 12.4A(Typ.) | Temp rise: 8.7A(Max.) / 10A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,2.2μH ±30%,0.1MHz,9.3A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 9.3A(Max.) / 12.4A(Typ.) | 8.7A(Max.) / 10A(Typ.) | 0.0099Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,9.3A(Max.) / 12.4A(Typ.),0.0099Ω,,2.2,μH,±30%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-330M#,DEM8045C,3131,,33,μH,±20%,,Power Inductor,L change: 2.3A(Max.) / 3.1A(Typ.) | Temp rise: 2.2A(Max.) / 2.6A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,33μH ±20%,0.1MHz,2.3A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 2.3A(Max.) / 3.1A(Typ.) | 2.2A(Max.) / 2.6A(Typ.) | 0.132Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,2.3A(Max.) / 3.1A(Typ.),0.132Ω,,33,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-3R3N#,DEM8045C,3131,,3.3,μH,±30%,,Power Inductor,L change: 7.7A(Max.) / 10.3A(Typ.) | Temp rise: 6.8A(Max.) / 8A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,3.3μH ±30%,0.1MHz,7.7A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 7.7A(Max.) / 10.3A(Typ.) | 6.8A(Max.) / 8A(Typ.) | 0.0144Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,7.7A(Max.) / 10.3A(Typ.),0.0144Ω,,3.3,μH,±30%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-470M#,DEM8045C,3131,,47,μH,±20%,,Power Inductor,L change: 2.1A(Max.) / 2.8A(Typ.) | Temp rise: 1.8A(Max.) / 2.1A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,47μH ±20%,0.1MHz,2.1A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 2.1A(Max.) / 2.8A(Typ.) | 1.8A(Max.) / 2.1A(Typ.) | 0.204Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,2.1A(Max.) / 2.8A(Typ.),0.204Ω,,47,μH,±20%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-4R7N#,DEM8045C,3131,,4.7,μH,±30%,,Power Inductor,L change: 6.7A(Max.) / 9A(Typ.) | Temp rise: 6.3A(Max.) / 7.4A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,4.7μH ±30%,0.1MHz,6.7A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 6.7A(Max.) / 9A(Typ.) | 6.3A(Max.) / 7.4A(Typ.) | 0.018Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,6.7A(Max.) / 9A(Typ.),0.018Ω,,4.7,μH,±30%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
村田Murata,1217AS-H-5R6N#,DEM8045C,3131,,5.6,μH,±30%,,Power Inductor,L change: 6.1A(Max.) / 7.1A(Typ.) | Temp rise: 5.4A(Max.) / 6.4A(Typ.),https://pim.murata.com/asset/pim4/inductor/J(E)TE243B-0035_DEM8045C_PDF_INDUCTOR?lastModifiedDatetime=20250708072030,"Rated current (Isat) is specified when the decrease of the initial inductance value at 30%.
Rated current (Itemp) is specified when temperature of the inductor is raised 40°C by DC current. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Ferrite Core） | Operating temp: -40～85℃",功率电感,SMT,8080/3131,8 x 8 x 4.5 mm,"8mm ±0.3mm,8mm ±0.3mm,4.5mm,5.6μH ±30%,0.1MHz,6.1A | Wire wound type (Ferrite) | Shielded（Ferrite Core） | -40～85℃ | 6.1A(Max.) / 7.1A(Typ.) | 5.4A(Max.) / 6.4A(Typ.) | 0.0228Ω",Active,8,8,4.5,https://www.murata.com/search/productsearch?cate=cgInductors&partno=1217AS,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 1,,,,,,,-40～85℃,,,,,,,,6.1A(Max.) / 7.1A(Typ.),0.0228Ω,,5.6,μH,±30%,,Shielded（Ferrite Core）,,Murata DEM8045C 功率电感系列（Wire wound type (Ferrite)）
